Round,Client_ID,Avg_Effective_Rank,Avg_Spectral_Slope,Avg_Trust_Score
0,0,6.719453445796309,-0.03205729019768048,0.6608215986904166
0,1,18.156386534372967,-0.060015879360509373,0.08617908534530076
0,2,16.801645702785915,-0.019112900255074523,0.15800642483519664
0,3,10.306199358569252,-0.024097721892451032,0.48228025988229234
0,4,42.30330419540405,-0.02312758267488809,-1.1174779680376916
0,5,48.07208697001139,-0.01991134450233939,-1.4055954829508035
0,6,23.436937713623045,-0.02759591032723821,-0.17460647671387622
0,7,26.899532508850097,-0.02557520382552268,-0.34753414582505726
0,8,49.11125214894613,-0.02109356408121879,-1.4576719638554285
0,9,24.150481554178093,-0.026820008973722324,-0.2102060786062769
1,0,2.2249732839650123,-0.023330797320596355,0.8864182560696898
1,1,3.7516531149546304,-0.02189666934719215,0.8102276773175494
1,2,3.6976207494735718,-0.020703852979491587,0.8130485772283722
1,3,3.1215085917048984,-0.02398758411867634,0.8415258120028875
1,4,20.77607011795044,-0.02086517851343226,-0.04089002374886529
1,5,22.12049674987793,-0.02220364672975907,-0.10824520216687245
1,6,22.464137840270997,-0.027665538587959136,-0.1259734458723458
1,7,12.607656025886536,-0.022796009048091814,0.36733759780086406
1,8,29.434807777404785,-0.021316867054271525,-0.4738720755756665
1,9,14.018418752230131,-0.024045268749199242,0.2966745355135735
2,0,1.663830173426661,-0.02457782239944516,0.9143507090887223
2,1,1.8062437640296087,-0.02369234366028012,0.9073185774324917
2,2,1.8892083830303616,-0.02262712279224513,0.9032768685692574
2,3,1.74547850423389,-0.02415679577222753,0.9103103952110829
2,4,8.87104707956314,-0.023269432632598494,0.5541207027585832
2,5,6.373957991600037,-0.022886460725956532,0.6790134543474026
2,6,18.76674171447754,-0.02721658595913174,0.058941255680209824
2,7,7.8192614078521725,-0.023577361391298568,0.6066791934682614
2,8,14.909541606903076,-0.025210222181314145,0.2520018974367147
2,9,13.333292961120605,-0.023748148092957132,0.330960537134674
3,0,1.3878820230220925,-0.02323571467577697,0.9282823273813178
3,1,1.531864153014289,-0.021628108073323903,0.9212439815419532
3,2,1.6902494033177693,-0.022149268515063512,0.9132726029826053
3,3,1.4163993729485407,-0.022895051348752467,0.9268905262176977
3,4,19.544590294361115,-0.02288262900987864,0.020482222380956358
3,5,6.671122630437215,-0.0253861646397498,0.6639052520141642
3,6,23.198547115325926,-0.027590085920068317,-0.16268636435830325
3,7,11.897594499588013,-0.02405069692493353,0.40271520532810606
3,8,15.199493408203125,-0.025064930869184158,0.23751883650292527
3,9,15.862586718339186,-0.025738288587486172,0.20429683522429207
4,0,1.3674061092837104,-0.02601056519370899,0.9290286380164436
4,1,1.537493109703064,-0.022394424184506597,0.9208859020963962
4,2,1.7311848269568548,-0.02240907853724813,0.9111998507984325
4,3,1.430187741915385,-0.023450602843988512,0.926145552619832
4,4,16.20886480808258,-0.027053578870367856,0.18685140170883419
4,5,14.102106412251791,-0.02411542992764161,0.29248313639464624
4,6,23.521394309997557,-0.02761709163505334,-0.17883142466338334
4,7,15.617453575134277,-0.026188476019227476,0.21650847364136333
4,8,12.183197339375814,-0.025437870979865284,0.3882963459332227
4,9,18.815348331744854,-0.025981699633114468,0.05663441344944582
5,0,1.3611419447537125,-0.02614235930718004,0.9293286668315965
5,1,1.6787398788664076,-0.02324045029089851,0.9137389610275898
5,2,1.6537350283728705,-0.02311866132921113,0.9150013824484353
5,3,1.5658396151330736,-0.024152070934085956,0.9192928121499376
5,4,19.800459027290344,-0.026112218818577396,0.0073658267536250155
5,5,17.33188009262085,-0.025604476936518173,0.13084554767530562
5,6,28.526306343078613,-0.027279317561398928,-0.42904324891007073
5,7,15.747066402435303,-0.024498334646099136,0.21019684641362488
5,8,19.727073351542156,-0.026272953521709507,0.011019037070721252
5,9,20.49150848388672,-0.025162214879273483,-0.02709164568226337
0,0,22.953525987164728,-0.031471749057051183,-0.1508234742639416
0,1,38.4459941652086,-0.022031705229633772,-0.9245028787833935
0,2,37.28794638315836,-0.02368024705824422,-0.8667653438637429
0,3,23.430270671844482,-0.04058161279317859,-0.17557169487154212
0,4,45.916433691978455,-0.02172111985269822,-1.2979937965841926
0,5,44.4630401134491,-0.02071414518549213,-1.2252234201910044
0,6,18.50156898498535,-0.02857012612014905,0.07206453813871747
0,7,28.884148788452148,-0.025986907551285177,-0.44680613017773607
0,8,47.145860036214195,-0.020597164545053365,-1.359352718265215
0,9,25.168653451479397,-0.02484000634244913,-0.2609166732082149
1,0,12.246386412916513,-0.08222866841209234,0.3794578125129651
1,1,17.628677288691204,-0.03189883791276892,0.11537625177416293
1,2,15.977196534474691,-0.07579094176193532,0.19356107910007186
1,3,14.016371011734009,-0.031017516299263033,0.29607969778337323
1,4,22.605404376983643,-0.02274567824268476,-0.1325447866734507
1,5,20.506054083506267,-0.03368364044590666,-0.028671068219904044
1,6,23.6527685546875,-0.0273820272806618,-0.18537663046244127
1,7,21.593818283081056,-0.023052600371751518,-0.08199617419122798
1,8,31.625070571899414,-0.02347378787398378,-0.5836009073823692
1,9,15.61316911990826,-0.02487095860819785,0.21685444814376714
2,0,8.525523761223102,-0.08666735531235897,0.5650570764076088
2,1,23.103402667575413,-0.03001626341059486,-0.1581717597198302
2,2,11.36260912153456,-0.03268367602780681,0.42860117632049133
2,3,8.732606516944038,-0.043674925033583355,0.5590021816494397
2,4,17.86836040019989,-0.025934509646768578,0.10398852902532858
2,5,23.466707865397137,-0.025295148490813824,-0.1758649081189382
2,6,16.023729496002197,-0.02688211083500842,0.19612531411638923
2,7,12.768721771240234,-0.02648647105411812,0.3589152643325764
2,8,20.787663141886394,-0.026585284630885265,-0.04204168555740825
2,9,19.200666134174053,-0.02611264354871818,0.037355428936425475
3,0,8.598155465619318,-0.034932859565006004,0.5665989407625335
3,1,20.226636171340942,-0.0336578473458841,-0.01469759330163557
3,2,16.342815399169922,-0.02735185840734482,0.18012404420076936
3,3,10.611689156956142,-0.055780389915582,0.46383750316063466
3,4,22.223096013069153,-0.02840204167823753,-0.11399500482128148
3,5,21.61287196477254,-0.025951120969936417,-0.08323871033562082
3,6,15.592912101745606,-0.028402038963964427,0.2175141910163232
3,7,23.28467082977295,-0.0260030762099409,-0.1668338491096416
3,8,21.344833850860596,-0.02660240875240284,-0.06990193341827015
3,9,19.7909422654372,-0.027033113955393515,0.007749575332600627
4,0,17.701455634215783,-0.058662628750083774,0.10906095541420247
4,1,18.79275221294827,-0.028389516889075046,0.057523437663678956
4,2,23.237607532077366,-0.034654412683957136,-0.16534581787226407
4,3,15.662890805138481,-0.034760150090415,0.21337944473403433
4,4,19.155970692634583,-0.029357654267984753,0.03926569994147236
4,5,18.18069012959798,-0.026353785540408434,0.08833011496605998
4,6,23.02337917327881,-0.028906619904176745,-0.15405962065435816
4,7,18.624001598358156,-0.027615602582842284,0.06603835982380801
4,8,20.57757059733073,-0.02743328148972457,-0.031621858015508965
4,9,19.69535108713003,-0.028221341080692165,0.01241031153542905
5,0,10.8906873505691,-0.07599133291803067,0.4478664991797419
5,1,22.195055855645073,-0.04928028621070121,-0.11468082140332386
5,2,34.15346887376573,-0.03392352513194188,-0.7110657962014809
5,3,8.895234359635246,-0.10655051970828389,0.5445832300474093
5,4,18.590876817703247,-0.030106563104204703,0.06744550280441716
5,5,28.746580759684246,-0.027385191224185302,-0.44006755710663087
5,6,27.112166633605955,-0.029301363120933746,-0.3585384679923913
5,7,22.923675346374512,-0.02747680998053904,-0.14893144831677954
